year,area,landings.deep7,landings.pelagic,landings.reef,landings.sbf,county,labor.deep7,labor.sbf,labor.reef,labor.pelagic,mwp.deep7,mwp.sbf,mwp.reef,mwp.pelagic,mwp.deep7.adj,mwp.sbf.adj,mwp.reef.adj,mwp.pelagic.adj,rev.deep7,rev.sbf,rev.reef,rev.pelagic,cost.all.deep7,cost.all.sbf,cost.all.reef,cost.all.pelagic,ev.deep7,ev.sbf,ev.reef,ev.pelagic,sbf.ratio.REEFET,ev.sbf.REEFET,ev.sbf.NONREEFET,ev.REEFET,ev.NONREEFET,ev.TOTAL
2021,100,2631.4300000000003,23857.71,398.5,1172.3999999999999,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,20449.970285714287,4006.403925875625,1129.7918320855958,31303.455949554856,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,10593.196784339112,2075.5909720121836,730.3848460512108,-65031.4544125316,0.27553735926305023,571.9028553384646,1503.688116673719,1302.2877013896755,-52934.56951151877,-51632.2818101291
2021,101,5436.39,63464.07,52262.99999999999,1533.5,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,42248.516571428576,5240.379068858983,148171.41912243282,83270.5536124157,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,21884.963334161774,2714.8744076942035,95789.46852992325,-172990.6506131022,0.3912879034887512,1062.29751522193,1652.5768924722734,96851.76604514518,-149453.11038646815,-52601.344341322954
2021,102,1544.1,27613,944.8,3344.9,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,11999.862857142856,11430.416659554232,2678.613106535686,36230.73334092242,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,6215.994784090028,5921.736815322036,1731.6627416541626,-75267.64097196399,0.29060360548895336,1720.878069289256,4200.85874603278,3452.5408109434184,-64850.78744184118,-61398.24663089777
2021,103,747.5,916.5,560,212.5,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,5809.142857142857,726.16925473266,1587.6622985393567,1202.5302251459602,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,3009.1678654927114,376.2052896217922,1026.3877384910365,-2498.199867845037,NA,NA,NA,1026.3877384910365,510.96799764767457,1913.5610257605035
2021,104,0,290.7,43.1,0,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,0,0,122.19329476258264,381.4244805782113,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,0,0,78.9951991588637,-792.3913819776893,NA,NA,NA,78.9951991588637,-792.3913819776893,-713.3961828188257
2021,105,2671.6,22638.800000000003,4483.3,312.1,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,20762.14857142857,1066.5290560097092,12710.654255431247,29704.13667325081,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,10754.90684876298,552.5349218398181,8217.1502642444,-61708.94399145687,0.4581864786927267,253.16403019254724,299.3708916472709,8470.314294436947,-50654.66625104662,-42184.35195660967
2021,106,2870.11,24219.1,5323.7,468.5,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,22304.85485714286,1600.9896274929467,15093.281747739238,31777.632052190424,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,11554.037167129482,829.422015001457,9757.465006079876,-66016.53291797679,0.5295197438633938,439.1953329382315,390.2266820632255,10196.660339018108,-54072.26906878408,-43875.60872976597
2021,107,690.1,10951.6,556.9,52.3,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,5363.062857142857,178.7230683412617,1578.8734536724423,14369.481738907254,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,2778.0959785639066,92.59076069279871,1020.7059492243895,-29851.92108313334,0.5349904397705545,49.535171781730554,43.055588911068156,1070.24112100612,-27030.769515658365,-25960.528394652247
2021,108,0,3442.9100000000003,0,0,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,0,0,0,4517.406805736256,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,0,0,0,-9384.699734863454,NA,NA,NA,0,-9384.699734863454,-9384.699734863454
2021,120,1599.5,35139.399999999994,0,1176.5,hawaii,0.025785942006883486,0.006889247580554456,0.052276000086286314,2.2778942640381854,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,7.771428571428571,3.41726708109487,2.8351112473917084,1.312089716471315,12430.4,4020.4147209081148,0,46106.045382972115,3.7457859420068838,1.6468892475805543,1.0022760000862863,4.037894264038186,6439.015385759989,2082.8495211295926,0,-95783.136318771285,0.3637059073523162,757.5446749607759,1325.3048461688168,757.5446749607759,-88018.81608684247,-87261.27141188171
